class10_percentage,class12_percentage,mathematics,physics,chemistry,entrance_score,academic_consistency,achievements_count,certifications_count,extracurricular_score,suitability_score,recommendation_label,category_code
80.24,77.49,71.44,81.67,84.02,79.14,97.25,0,2,84.47,74.97,Recommended,2
77.84,64.02,70.94,54.49,63.72,59.17,86.18,0,2,65.55,63.68,Review Required,1
89.88,79.47,77.73,78.67,90.72,81.74,89.59,0,0,83.19,80.82,Recommended,2
99.0,99.0,71.87,97.32,100.0,54.5,100.0,1,3,100.0,76.96,Recommended,2
72.69,86.81,63.9,87.52,99.77,91.99,85.88,0,0,54.18,88.63,Highly Recommended,3
73.11,64.3,62.16,51.57,62.2,73.65,91.19,1,0,78.33,66.0,Review Required,1
88.44,80.17,84.7,72.22,86.27,62.94,91.73,1,2,99.79,75.4,Recommended,2
84.82,82.16,54.15,81.87,89.19,51.78,97.34,1,2,79.8,69.6,Review Required,1
96.47,92.77,84.58,95.3,85.34,100.0,96.3,1,1,58.68,91.28,Highly Recommended,3
83.84,75.21,71.15,55.69,70.43,64.69,91.37,2,1,73.58,66.83,Review Required,1
74.41,78.48,92.74,78.31,96.46,73.48,95.93,2,1,90.55,83.96,Recommended,2
83.91,77.94,74.61,80.99,82.28,48.83,94.04,0,2,54.76,66.07,Review Required,1
89.09,85.25,87.76,93.17,91.33,79.99,96.16,1,2,69.55,84.9,Recommended,2
86.2,87.71,87.2,93.33,78.42,82.23,98.49,0,2,66.35,81.94,Recommended,2
83.07,81.2,59.6,87.67,70.02,79.91,98.13,1,1,60.53,74.09,Recommended,2
88.67,81.58,88.86,74.1,76.78,66.39,92.91,0,3,73.62,79.84,Recommended,2
89.69,84.91,85.84,65.36,83.5,65.05,95.22,2,3,68.49,75.01,Recommended,2
91.82,86.57,90.01,81.67,75.22,91.04,94.75,2,3,79.65,85.4,Highly Recommended,3
84.49,79.18,100.0,90.44,80.74,98.75,94.69,1,1,87.11,87.95,Highly Recommended,3
76.33,74.36,54.93,90.99,60.68,47.86,98.03,3,0,50.91,69.22,Review Required,1
79.47,91.42,100.0,96.1,77.96,100.0,88.05,2,2,71.01,97.09,Highly Recommended,3
90.07,90.53,85.03,92.67,95.27,85.67,99.53,2,0,69.2,89.03,Highly Recommended,3
69.83,69.52,75.01,77.46,80.31,85.91,99.69,2,0,73.05,82.67,Recommended,2
81.69,85.76,83.86,79.47,81.4,82.0,95.93,1,1,69.77,78.71,Recommended,2
74.07,72.18,69.89,74.22,65.9,41.56,98.11,2,1,55.29,62.59,Review Required,1
78.29,87.19,79.69,100.0,76.01,79.93,91.1,1,1,91.82,82.75,Recommended,2
90.78,89.51,90.42,78.23,84.13,99.69,98.72,1,0,98.21,85.17,Highly Recommended,3
79.91,78.08,63.39,95.8,86.54,60.86,98.17,1,1,78.2,72.71,Recommended,2
78.46,81.51,88.64,78.83,91.71,78.4,96.96,0,3,78.97,78.87,Recommended,2
64.4,55.51,57.47,77.11,59.78,58.08,91.11,0,0,71.97,62.36,Review Required,1
85.46,73.81,64.06,62.6,65.66,35.35,88.35,0,0,84.54,57.46,Review Required,1
84.45,72.57,69.93,81.66,79.02,92.05,88.11,2,3,33.35,75.49,Recommended,2
99.0,93.44,100.0,83.04,82.31,81.56,94.44,3,1,69.94,90.0,Highly Recommended,3
74.92,89.31,81.63,73.36,82.55,89.44,85.62,1,2,61.41,83.19,Recommended,2
80.19,96.98,96.32,95.07,100.0,91.28,83.21,2,1,72.19,94.23,Highly Recommended,3
80.49,84.45,76.03,94.21,92.7,94.28,96.04,1,0,86.39,86.69,Highly Recommended,3
93.77,92.65,97.07,81.4,91.58,95.76,98.87,2,2,70.29,91.37,Highly Recommended,3
77.05,62.52,73.75,53.78,56.8,66.69,85.48,1,0,64.59,62.57,Review Required,1
80.79,75.21,94.89,76.73,80.26,72.32,94.42,3,0,48.95,76.06,Recommended,2
84.08,75.55,74.91,77.01,89.0,84.76,91.47,0,1,68.36,76.77,Recommended,2
79.87,73.94,82.14,82.24,73.52,54.95,94.07,0,3,80.08,66.94,Review Required,1
73.54,73.13,75.83,85.69,90.24,82.33,99.59,0,1,57.38,75.93,Recommended,2
79.94,75.18,89.35,77.03,91.05,67.62,95.24,1,0,39.95,75.86,Recommended,2
88.74,69.28,64.77,92.05,90.75,83.65,80.54,2,0,100.0,77.07,Recommended,2
67.73,76.4,84.75,80.72,82.0,81.39,91.34,0,1,75.03,79.7,Recommended,2
79.33,69.95,70.51,70.5,80.44,78.91,90.62,0,0,66.68,71.67,Recommended,2
71.0,74.61,75.32,61.11,91.88,75.96,96.39,1,0,90.86,69.25,Review Required,1
89.95,99.0,95.17,91.67,98.79,71.64,90.95,0,1,72.12,82.55,Recommended,2
62.77,59.58,67.21,63.34,62.5,55.39,96.81,2,1,89.98,59.96,Review Required,1
72.41,53.45,58.92,72.01,58.86,68.02,81.03,1,0,88.7,58.18,Review Required,1
81.77,77.95,80.61,84.19,82.39,80.43,96.18,2,1,50.88,76.0,Recommended,2
93.66,97.37,100.0,81.36,80.3,100.0,96.29,1,1,76.9,91.47,Highly Recommended,3
77.34,92.81,99.46,91.69,88.68,96.75,84.54,0,0,95.88,90.26,Highly Recommended,3
72.45,63.88,76.6,76.43,81.4,59.59,91.43,1,0,55.02,68.3,Review Required,1
96.81,94.74,86.5,100.0,69.51,77.94,97.93,1,0,55.2,83.56,Recommended,2
63.52,63.74,58.91,78.49,85.69,65.3,99.78,1,0,57.74,67.32,Review Required,1
56.01,61.36,75.57,75.56,79.95,42.01,94.65,1,2,83.36,60.22,Review Required,1
82.4,99.0,100.0,94.9,89.72,100.0,83.4,0,2,74.27,98.0,Highly Recommended,3
72.98,62.06,81.27,72.33,74.64,77.63,89.08,3,2,40.96,71.9,Recommended,2
67.79,72.48,68.32,88.23,76.32,86.05,95.31,0,1,75.11,74.79,Recommended,2
85.08,86.3,82.43,72.08,97.98,63.52,98.78,2,1,66.22,80.79,Recommended,2
80.44,87.99,69.6,83.1,96.66,92.97,92.45,1,2,68.32,83.34,Recommended,2
72.36,74.44,71.9,69.38,63.62,100.0,97.92,5,1,57.44,80.05,Recommended,2
65.2,71.1,83.29,78.56,81.22,60.91,94.09,1,0,75.22,70.42,Recommended,2
86.72,80.57,75.77,93.7,79.73,86.79,93.85,1,0,85.76,82.43,Recommended,2
84.5,84.3,89.63,78.04,85.16,84.59,99.8,1,0,60.37,83.69,Recommended,2
77.01,74.16,73.72,53.01,70.15,55.62,97.15,2,1,44.76,62.5,Review Required,1
96.47,95.5,94.86,87.73,100.0,97.06,99.03,1,1,65.45,93.61,Highly Recommended,3
67.3,67.15,58.89,81.14,83.06,75.42,99.85,1,1,81.34,71.84,Recommended,2
62.74,69.94,73.31,79.33,67.16,65.08,92.81,1,0,63.68,67.99,Review Required,1
71.08,72.52,44.48,80.05,62.97,75.79,98.56,0,4,47.54,67.99,Review Required,1
77.54,86.29,82.85,82.6,81.82,62.65,91.25,1,0,81.45,73.76,Recommended,2
80.43,78.89,62.86,67.43,84.99,53.77,98.46,1,4,91.23,69.48,Review Required,1
75.59,61.73,78.36,73.36,71.38,72.67,86.14,1,0,70.3,66.14,Review Required,1
81.52,90.16,95.39,79.77,100.0,89.53,91.36,1,2,45.91,86.86,Highly Recommended,3
65.48,61.59,70.86,89.96,76.78,59.38,96.11,1,0,65.23,64.3,Review Required,1
92.44,82.48,97.07,88.44,92.78,96.53,90.04,2,0,72.27,83.75,Recommended,2
77.18,72.26,64.71,69.78,79.41,76.16,95.08,0,0,57.85,68.29,Review Required,1
89.17,96.42,100.0,86.38,78.67,100.0,92.76,0,0,78.75,93.53,Highly Recommended,3
81.43,62.91,76.51,68.11,67.82,69.29,81.49,0,1,56.39,64.37,Review Required,1
82.57,99.0,91.88,91.9,100.0,98.58,83.57,0,0,70.38,91.53,Highly Recommended,3
83.7,90.04,98.88,99.19,87.71,85.22,93.66,0,0,66.58,84.83,Recommended,2
82.48,82.52,70.83,84.63,88.14,100.0,99.96,1,1,79.24,83.2,Recommended,2
84.43,81.66,73.0,74.85,79.34,67.11,97.23,1,0,69.79,77.39,Recommended,2
91.29,89.19,80.81,100.0,77.35,100.0,97.9,2,0,67.05,85.9,Highly Recommended,3
79.97,83.14,77.07,83.69,82.3,79.5,96.82,0,0,57.96,81.92,Recommended,2
85.09,87.72,75.23,94.1,89.74,63.67,97.37,0,1,70.52,75.91,Recommended,2
77.1,81.42,93.29,75.91,75.81,100.0,95.69,0,2,66.1,83.73,Recommended,2
92.4,88.4,83.71,90.51,84.75,85.35,96.0,1,1,56.94,84.49,Recommended,2
71.24,71.29,76.99,78.01,66.08,84.52,99.95,0,1,72.39,75.27,Recommended,2
96.01,89.0,81.04,68.4,98.71,97.7,92.99,0,3,75.46,86.36,Highly Recommended,3
77.6,75.76,58.61,98.18,75.57,72.8,98.16,2,0,64.92,73.42,Recommended,2
63.69,76.65,80.19,91.56,93.65,70.63,87.04,1,3,83.97,76.31,Recommended,2
79.28,83.25,63.31,79.3,98.89,85.33,96.04,0,0,73.96,78.92,Recommended,2
71.19,50.0,56.81,48.98,60.19,57.73,78.81,1,1,50.74,55.6,Review Required,1
86.41,88.73,72.87,90.59,77.25,87.87,97.67,1,0,90.06,80.34,Recommended,2
71.47,74.59,95.81,78.08,56.86,57.32,96.88,1,0,81.5,67.92,Review Required,1
73.54,74.33,84.86,80.59,62.82,84.04,99.21,1,3,85.03,76.0,Recommended,2
59.1,61.27,67.01,69.8,54.92,58.65,97.84,1,2,76.01,59.19,Review Required,1
73.48,83.43,95.21,88.46,97.51,100.0,90.05,1,1,34.93,87.19,Highly Recommended,3
53.76,68.21,62.7,87.22,74.54,74.84,85.55,0,0,86.39,71.84,Recommended,2
62.16,60.33,70.68,72.91,71.92,70.28,98.17,0,1,70.91,61.14,Review Required,1
85.6,86.18,86.63,74.83,63.4,89.96,99.42,3,1,75.3,82.11,Recommended,2
85.86,75.33,79.14,91.35,66.24,64.8,89.47,2,0,78.11,71.23,Recommended,2
82.25,69.54,84.88,90.09,83.16,96.25,87.29,1,0,99.04,80.78,Recommended,2
68.33,65.82,76.69,100.0,74.62,95.9,97.49,3,2,61.81,75.67,Recommended,2
77.52,84.17,86.01,72.68,82.76,87.79,93.36,0,1,62.19,80.72,Recommended,2
77.96,85.2,67.35,87.07,90.58,95.11,92.76,2,0,57.23,81.02,Recommended,2
66.42,73.6,65.6,55.7,93.4,63.85,92.82,0,1,53.95,66.17,Review Required,1
93.03,93.92,89.22,96.28,88.66,78.69,99.11,0,0,54.23,80.17,Recommended,2
86.77,87.87,86.84,81.03,87.45,85.37,98.9,1,1,42.22,81.78,Recommended,2
75.79,70.92,61.89,93.88,77.15,73.34,95.13,1,0,76.4,69.88,Review Required,1
78.27,81.24,100.0,74.12,100.0,82.77,97.03,1,1,99.82,82.74,Recommended,2
80.08,85.46,99.26,67.93,64.12,95.34,94.62,0,2,100.0,86.96,Highly Recommended,3
57.58,69.34,78.03,68.83,80.98,77.62,88.24,1,1,57.21,71.6,Recommended,2
75.53,85.38,84.76,65.01,83.91,71.08,90.15,0,0,65.92,78.1,Recommended,2
71.18,78.49,76.75,87.46,86.04,83.32,92.69,0,1,88.5,78.55,Recommended,2
67.98,73.4,65.53,55.73,70.34,80.93,94.58,0,2,76.49,73.55,Recommended,2
75.19,84.19,83.92,84.22,83.76,84.3,91.0,2,0,72.02,84.48,Recommended,2
95.98,89.97,90.06,67.2,95.29,100.0,93.99,2,0,66.15,88.89,Highly Recommended,3
84.41,75.03,63.86,74.32,100.0,55.95,90.62,2,0,87.67,68.13,Review Required,1
72.29,72.3,77.56,92.04,84.24,80.56,99.99,0,0,53.9,76.55,Recommended,2
83.73,75.65,75.18,81.56,69.96,61.29,91.92,0,2,77.21,70.83,Recommended,2
